"ID","Source","Severity","Start_Time","End_Time","Start_Lat","Start_Lng","End_Lat","End_Lng","Distance(mi)","Description","Street","City","County","State","Zipcode","Country","Timezone","Airport_Code","Weather_Timestamp","Temperature(F)","Wind_Chill(F)","Humidity(%)","Pressure(in)","Visibility(mi)","Wind_Direction","Wind_Speed(mph)","Precipitation(in)","Weather_Condition","Amenity","Bump","Crossing","Give_Way","Junction","No_Exit","Railway","Roundabout","Station","Stop","Traffic_Calming","Traffic_Signal","Turning_Loop","Sunrise_Sunset","Civil_Twilight","Nautical_Twilight","Astronomical_Twilight"
"A-484454","Source2",3,"2017-06-04 15:07:59","2017-06-04 15:37:59","31.559385","-97.11782099999999",NULL,NULL,"0.009999999776482582","Accident on I-35 Northbound at Exit 335C Jack Kultgen Expy.","US-77 N","Waco","McLennan","TX","76704","US","US/Central","KCNW","2017-06-04 14:55:00","82.4",NULL,"58.0","29.79","10.0","NW","12.7",NULL,"Mostly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-485209","Source2",3,"2017-06-08 14:38:44","2017-06-08 15:08:44","31.555687","-97.12024699999999",NULL,NULL,"0.0","Accident on I-35 Southbound at Exits 335A 335C Jack Kultgen Expy.","US-77 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-06-08 14:50:00","84.2",NULL,"48.0","29.94","10.0","South","3.5",NULL,"Scattered Clouds",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-486122","Source2",2,"2017-06-13 14:39:18","2017-06-13 15:09:03","31.565989000000002","-97.149597",NULL,NULL,"0.0","Accident on McKinney Ave at School St.","School St","Waco","McLennan","TX","76707","US","US/Central","KACT","2017-06-13 14:51:00","93.0",NULL,"49.0","29.86","10.0","SSE","12.7",NULL,"Scattered Clouds",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-487502","Source2",3,"2017-06-20 16:24:37","2017-06-20 16:54:17","31.5422","-97.12718199999999",NULL,NULL,"0.0","Accident on I-35 Service Rd Southbound at 12th St.","Interstate 35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-06-20 15:50:00","91.4",NULL,"49.0","29.94","10.0","North","10.4",NULL,"Scattered Clouds",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-487699","Source2",3,"2017-06-21 13:33:03","2017-06-21 14:17:01","31.536054999999998","-97.12960799999999",NULL,NULL,"0.0","Lane blocked due to accident on I-35 Southbound at Exit 334 US-77.","I-35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-06-21 14:55:00","89.6",NULL,"40.0","29.83","10.0","NE","13.8",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-488094","Source2",3,"2017-06-23 15:04:17","2017-06-23 15:33:37","31.506739000000003","-97.143761",NULL,NULL,"0.0","Accident on I-35 Southbound at Exits 330A 330B 331 TX-340 Loop.","I-35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-06-23 14:55:00","98.6",NULL,"42.0","29.79",NULL,"South","6.9",NULL,"Clear",False,False,False,False,True,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-488116","Source2",3,"2017-06-23 16:57:12","2017-06-23 17:26:51","31.536054999999998","-97.12960799999999",NULL,NULL,"0.0","Accident on I-35 Southbound at Exit 334 US-77.","I-35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-06-23 16:55:00","100.4",NULL,"11.0","29.78",NULL,"SE","5.8",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-488885","Source2",2,"2017-06-28 20:53:57","2017-06-28 21:23:57","31.61673900000001","-97.108765",NULL,NULL,"0.0","Accident on TX-491 New Dallas Hwy Southbound at TX-491 New Dallas Hwy.","New Dallas Hwy","Waco","Mclennan","TX","76705-1726","US","US/Central","KCNW","2017-06-28 20:55:00","82.4",NULL,"62.0","29.84","10.0","SSE","9.2",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Day","Day","Day"
"A-489016","Source2",2,"2017-06-29 14:13:58","2017-06-29 14:58:44","31.607153000000004","-97.104218",NULL,NULL,"0.0","Accident on Research Pkwy at I-35.","Interstate 35 N","Waco","McLennan","TX","76705","US","US/Central","KCNW","2017-06-29 14:50:00","93.2",NULL,"46.0","29.83","10.0","South","8.1",NULL,"Scattered Clouds",False,False,True,False,False,False,True,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-489054","Source2",3,"2017-06-29 16:54:58","2017-06-29 17:24:19","31.542561","-97.127785",NULL,NULL,"0.0","Accident on I-35 Northbound near 12th St.","S 12th St","Waco","Mclennan","TX","76706-1742","US","US/Central","KCNW","2017-06-29 16:50:00","93.2",NULL,"49.0","29.81","10.0","South","8.1",NULL,"Scattered Clouds",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-949080","Source2",2,"2021-08-03 07:52:52","2021-08-03 08:22:40","31.562389000000003","-97.14074699999999",NULL,NULL,"0.0","Accident on 6th St at Dewey Ave.","Dewey St","Waco","McLennan","TX","76707","US","US/Central","KACT","2021-08-03 07:51:00","76.0","76.0","91.0","29.45","5.0","N","7.0","0.0","Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1059909","Source2",3,"2021-05-04 16:09:20","2021-05-04 17:54:51","31.450464","-97.17707800000001",NULL,NULL,"0.0","Lane blocked due to accident on I-35 Southbound at Enterprise Blvd.","I-35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2021-05-04 15:55:00","75.0","75.0","53.0","29.44","10.0","NNW","17.0",NULL,"Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1061559","Source2",3,"2021-05-03 09:51:32","2021-05-03 10:36:03","31.54657000000001","-97.124962",NULL,NULL,"0.0","Right lane blocked due to accident on I-35 Northbound near 8th St.","Interstate 35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2021-05-03 09:55:00","77.0","77.0","74.0","29.09","7.0","S","17.0",NULL,"Mostly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1062478","Source2",3,"2021-05-02 11:42:41","2021-05-02 12:34:21","31.561926","-97.11700400000001",NULL,NULL,"0.0","One lane blocked due to accident on I-35 Southbound at TX-574-LOOP Martin Luther King Jr Blvd .","I-35 S","Waco","McLennan","TX","76704","US","US/Central","KCNW","2021-05-02 11:55:00","75.0","75.0","65.0","29.16","10.0","SW","10.0",NULL,"Partly Cloudy",False,False,False,False,True,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1062483","Source2",3,"2021-05-02 16:59:42","2021-05-02 18:21:14","31.624531","-97.09668",NULL,NULL,"0.0","Lane blocked due to accident on I-35 Southbound at Craven Ave.","I-35 N","Waco","McLennan","TX","76705","US","US/Central","KCNW","2021-05-02 16:55:00","84.0","84.0","51.0","29.03","10.0","S","13.0",NULL,"Partly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1127530","Source2",3,"2021-03-08 15:43:00","2021-03-08 16:56:05","31.559620000000002","-97.117981",NULL,NULL,"0.0","Lane blocked due to accident on I-35 Northbound at Exit 335B.","I-35 S","Waco","McLennan","TX","76704","US","US/Central","KCNW","2021-03-08 15:55:00","72.0","72.0","27.0","29.82","10.0","SSE","14.0",NULL,"Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1131394","Source2",3,"2021-03-04 13:55:47","2021-03-04 14:40:24","31.548981","-97.124367",NULL,NULL,"0.0","Two lanes blocked due to accident on I-35 Northbound at 6th St.","Interstate 35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2021-03-04 13:55:00","72.0","72.0","35.0","29.55","10.0","SSE","14.0",NULL,"Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1180233","Source2",3,"2021-01-26 17:17:54","2021-01-26 18:47:29","31.549339","-97.123589",NULL,NULL,"2.0799999237060547","Accident on I-35 Northbound between Exit 334A Jack Kultgen Expy and Exit 335B.","I-35 N","Waco","McLennan","TX","76706","US","US/Central","KCNW","2021-01-26 16:55:00","63.0","63.0","37.0","29.36","10.0","E","8.0",NULL,"Partly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1351111","Source2",3,"2020-10-21 12:06:49","2020-10-21 13:07:20","31.54657000000001","-97.124962",NULL,NULL,"0.0","One lane blocked due to accident on I-35 Frontage Northbound at 8th St.","Interstate 35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2020-10-21 11:55:00","81.0","81.0","65.0","29.57","10.0","SSE","9.0",NULL,"Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1387401","Source2",2,"2020-07-15 10:53:42","2020-07-15 11:23:02","31.541420000000002","-97.127899",NULL,NULL,"0.0","Accident on I-35 Southbound at Exit 334 Jack Kultgen Expy.","I-35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2020-07-15 10:55:00","82.0","82.0","70.0","29.49","10.0","S","7.0",NULL,"Fair",False,False,False,False,True,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1477434","Source2",2,"2020-05-21 10:29:35","2020-05-21 11:30:08","31.562298","-97.116928",NULL,NULL,"0.0","Accident on I-35 Southbound near Exit 335C TX-574-LOOP Martin Luther King Jr Blvd.","I-35 S","Waco","McLennan","TX","76704","US","US/Central","KCNW","2020-05-21 10:55:00","82.0","82.0","70.0","29.35","10.0","S","12.0",NULL,"Mostly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1512613","Source2",3,"2020-03-04 12:54:20","2020-03-04 14:35:16","31.562298","-97.116928",NULL,NULL,"0.0","Accident on I-35 SVC Rd Southbound at TX-574-LOOP Martin Luther King Jr Blvd .","I-35 S","Waco","McLennan","TX","76704","US","US/Central","KCNW","2020-03-04 12:55:00","59.0","59.0","82.0","29.4","10.0","NNE","22.0",NULL,"Mostly Cloudy / Windy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1598736","Source2",3,"2020-01-17 13:46:35","2020-01-17 14:31:11","31.549009","-97.12442",NULL,NULL,"0.0","#2 #3 lane blocked due to accident on I-35 Southbound at 6th St.","S 6th St","Waco","McLennan","TX","76706-1121","US","US/Central","KCNW","2020-01-17 13:55:00","55.0","55.0","100.0","29.64","7.0","CALM","0.0",NULL,"Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1741066","Source2",2,"2019-10-08 16:02:18","2019-10-08 17:02:11","31.549009","-97.12442",NULL,NULL,"0.0","Accident on 6th St at I-35.","S 6th St","Waco","McLennan","TX","76706-1121","US","US/Central","KCNW","2019-10-08 15:55:00","82.0","82.0","21.0","29.5","10.0","VAR","6.0",NULL,"Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1775881","Source2",2,"2019-10-24 17:48:22","2019-10-24 19:18:05","31.54702","-97.12554899999999",NULL,NULL,"0.0","Accident on 8th St at I-35.","S 8th St","Waco","McLennan","TX","76706-1145","US","US/Central","KCNW","2019-10-24 17:55:00","79.0","79.0","54.0","29.39","10.0","S","3.0",NULL,"Thunder in the Vicinity",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1778317","Source2",3,"2019-10-25 11:07:44","2019-10-25 12:36:12","31.584742","-97.109299",NULL,NULL,"0.0","Accident on I-35 Southbound at US-84.","E Waco Dr","Waco","McLennan","TX","76705","US","US/Central","KCNW","2019-10-25 10:55:00","46.0","38.0","87.0","29.64","10.0","NW","24.0",NULL,"Cloudy / Windy",False,False,False,False,False,False,False,False,False,False,False,True,False,"Day","Day","Day","Day"
"A-1778318","Source2",3,"2019-10-25 11:13:55","2019-10-25 13:02:43","31.603359","-97.107079",NULL,NULL,"0.0","Accident on I-35 Southbound at Exit 338B.","I-35 S","Waco","McLennan","TX","76705","US","US/Central","KCNW","2019-10-25 10:55:00","46.0","38.0","87.0","29.64","10.0","NW","24.0",NULL,"Cloudy / Windy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2027706","Source2",2,"2019-08-16 05:07:38","2019-08-16 05:52:38","31.573309000000002","-97.115135",NULL,NULL,"0.0","Accident on I-35 Southbound after US-77-BR Marlin Hwy.","I-35 S","Waco","McLennan","TX","76704","US","US/Central","KCNW","2019-08-16 06:55:00","75.0","75.0","94.0","29.45","10.0","SE","5.0",NULL,"Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Night"
"A-2141221","Source2",3,"2019-05-03 15:40:23","2019-05-03 16:25:30","31.584742","-97.109299",NULL,NULL,"0.0","Accident on I-35 Northbound at US-84.","E Waco Dr","Waco","McLennan","TX","76705","US","US/Central","KCNW","2019-05-03 15:55:00","77.0","77.0","74.0","29.37","10.0","ESE","10.0",NULL,"Cloudy",False,False,False,False,False,False,False,False,False,False,False,True,False,"Day","Day","Day","Day"
"A-2262878","Source2",3,"2019-02-04 15:35:07","2019-02-04 16:04:21","31.5432","-97.126778",NULL,NULL,"0.0","Accident on I-35 Southbound at 11th St.","S 11th St","Waco","McLennan","TX","76706","US","US/Central","KCNW","2019-02-04 15:55:00","75.2",NULL,"65.0","29.85","10.0","SSE","10.4",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2372197","Source2",3,"2018-11-30 18:53:58","2018-11-30 19:53:42","31.536054999999998","-97.12960799999999",NULL,NULL,"0.0","Lane blocked due to accident on I-35 Northbound at Exit 334 US-77.","I-35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-11-30 18:55:00","71.6",NULL,"83.0","29.59","10.0","South","10.4",NULL,"Mostly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Night"
"A-2393575","Source2",3,"2018-12-12 17:53:55","2018-12-12 18:53:36","31.584826","-97.109764",NULL,NULL,"0.0","Lane blocked due to accident on I-35 Northbound at Waco Dr.","E Waco Dr","Waco","McLennan","TX","76705","US","US/Central","KCNW","2018-12-12 17:50:00","62.6",NULL,"82.0","29.86","10.0","South","16.1",NULL,"Scattered Clouds",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Day","Day"
"A-2446557","Source2",3,"2018-11-09 16:04:35","2018-11-09 16:34:17","31.550119","-97.123184",NULL,NULL,"1.6799999475479126","Lane blocked due to accident on I-35 Northbound between US-77 18th St and 5th St.","S 5th St","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-11-09 15:55:00","55.4",NULL,"51.0","30.32","10.0","North","19.6",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2478090","Source2",3,"2018-11-25 14:27:12","2018-11-25 14:56:38","31.560608000000002","-97.11747",NULL,NULL,"0.0","Accident on I-35 Southbound at Exit 335C Jack Kultgen Expy.","I-35 S","Waco","McLennan","TX","76704","US","US/Central","KCNW","2018-11-25 14:50:00","59.0",NULL,"34.0","30.0","10.0","NNW","24.2",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2501510","Source2",3,"2018-10-05 16:57:45","2018-10-05 17:27:31","31.560323999999998","-97.117317",NULL,NULL,"0.0","Accident on I-35 Southbound at Martin Luther King Jr Blvd.","I-35 N","Waco","McLennan","TX","76704","US","US/Central","KCNW","2018-10-05 16:55:00","91.4",NULL,"46.0","29.9","10.0","South","12.7",NULL,"Scattered Clouds",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-279037","Source2",2,"2016-11-14 10:36:16","2016-11-14 11:36:03","31.579931","-97.17733",NULL,NULL,"0.0","Accident on 22nd St at Meridian Ave.","Meridian Ave","Waco","Mclennan","TX","76708-1667","US","US/Central","KACT","2016-11-14 10:51:00","72.0",NULL,"66.0","30.08","10.0","SW","11.5",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-281552","Source2",3,"2016-11-22 14:26:07","2016-11-22 15:55:19","31.584681","-97.10968000000001",NULL,NULL,"0.01","Traffic building up due to accident on I-35 Northbound at Exits 337A 338A / Waco Dr.","E Waco Dr","Waco","McLennan","TX","76705","US","US/Central","KCNW","2016-11-22 14:55:00","69.8",NULL,"88.0","29.9","10.0","South","6.9",NULL,"Mostly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-281604","Source2",2,"2016-11-22 17:17:37","2016-11-22 18:02:37","31.512444","-97.1605",NULL,NULL,"0.0","Accident on New Rd near Rolando Ave.","Rolando Ave","Waco","Mclennan","TX","76711-1372","US","US/Central","KACT","2016-11-22 16:51:00","70.0",NULL,"87.0","29.88","10.0","SSW","8.1",NULL,"Partly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-281829","Source2",3,"2016-11-23 10:25:00","2016-11-23 10:54:41","31.560323999999998","-97.117317",NULL,NULL,"0.01","Accident on I-35 Southbound at Martin Luther King Jr Blvd.","I-35 N","Waco","McLennan","TX","76704","US","US/Central","KCNW","2016-11-23 10:50:00","60.8",NULL,"55.0","30.19","10.0","NW","13.8",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-281983","Source2",3,"2016-11-23 17:00:25","2016-11-23 17:44:34","31.554091999999997","-97.120888",NULL,NULL,"0.01","Accident on I-35 Northbound at Exits 335A 335C University Parks Dr.","US-77 N","Waco","McLennan","TX","76706","US","US/Central","KCNW","2016-11-23 15:55:00","68.0",NULL,"37.0","30.13","10.0","NW","9.2",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-281984","Source2",3,"2016-11-23 17:00:25","2016-11-23 17:44:34","31.554091999999997","-97.120888",NULL,NULL,"0.01","Accident on I-35 Southbound at Exits 335A 335C University Parks Dr.","US-77 N","Waco","McLennan","TX","76706","US","US/Central","KCNW","2016-11-23 15:55:00","68.0",NULL,"37.0","30.13","10.0","NW","9.2",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-282351","Source2",3,"2016-11-25 09:17:51","2016-11-25 09:47:20","31.595203","-97.109299",NULL,NULL,"0.01","Accident on I-35 Northbound near Exit 338B Behrens Cir.","US-77 S","Waco","McLennan","TX","76705","US","US/Central","KCNW","2016-11-25 13:55:00","55.4",NULL,"88.0","30.35","10.0","North","6.9",NULL,"Overcast",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-282434","Source2",3,"2016-11-25 14:08:52","2016-11-25 15:35:00","31.584642","-97.109932",NULL,NULL,"0.01","Queueing traffic due to accident on I-35 Southbound at Exits 337A 338A / Waco Dr.","E Waco Dr","Waco","McLennan","TX","76705","US","US/Central","KCNW","2016-11-25 13:55:00","55.4",NULL,"88.0","30.35","10.0","North","6.9",NULL,"Overcast",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-282728","Source2",2,"2016-11-27 09:40:38","2016-11-27 10:10:38","31.63625","-97.1408",NULL,NULL,"0.0","Accident on Elden Cir Southbound after Anthony Dr.","Anthony Dr","Waco","Mclennan","TX","76705-5209","US","US/Central","KCNW","2016-11-27 08:55:00","55.4",NULL,"100.0","30.06","5.0","SE","11.5",NULL,"Overcast",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-296365","Source2",3,"2016-08-23 15:37:44","2016-08-23 16:37:44","31.550119","-97.123184",NULL,NULL,"0.0","#1 lane blocked due to accident on I-35 Northbound at 4th St.","S 5th St","Waco","McLennan","TX","76706","US","US/Central","KCNW","2016-08-23 16:55:00","93.2",NULL,"44.0","30.06","10.0","South","17.3",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-297492","Source2",3,"2016-08-29 12:44:51","2016-08-29 13:18:33","31.42835","-97.190239",NULL,NULL,"0.0","Slow traffic and left lane blocked due to accident on I-35 both ways near Moonlight Dr.","I-35 N","Waco","McLennan","TX","76706","US","US/Central","KCNW","2016-08-29 12:50:00","89.6",NULL,"59.0","30.03","10.0","ENE","12.7",NULL,"Mostly Cloudy",False,False,False,False,True,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-299513","Source2",3,"2016-09-07 18:11:14","2016-09-07 18:41:14","31.5422","-97.12718199999999",NULL,NULL,"0.0","Accident on Interstate 35 Southbound at 12th St.","Interstate 35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2016-09-07 16:50:00","93.2",NULL,"46.0","30.04","10.0","South","12.7",NULL,"Scattered Clouds",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-300810","Source2",3,"2016-06-23 08:57:14","2016-06-23 09:42:14","31.60418300000001","-97.1064",NULL,NULL,"0.0","Accident on I-35 Southbound at TX-340 Loop.","N Loop 340","Waco","McLennan","TX","76705","US","US/Central","KCNW","2016-06-23 08:55:00","80.6",NULL,"79.0","30.09","10.0","SSW","8.1",NULL,"Mostly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-300890","Source2",3,"2016-06-23 13:13:16","2016-06-23 13:43:16","31.611960999999997","-97.10296600000001",NULL,NULL,"0.0","Queueing traffic due to accident on I-35 Southbound at Exit 339 Interstate 35.","US-77 S","Waco","McLennan","TX","76705","US","US/Central","KCNW","2016-06-23 12:55:00","89.6",NULL,"55.0","30.06","10.0","South","11.5",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-301782","Source2",3,"2016-06-29 09:00:26","2016-06-29 09:45:26","31.639257","-97.096161",NULL,NULL,"0.0","Two left lane blocked due to accident and fuel spillage on I-35 Northbound at Crest Dr.","US-77 N","Waco","McLennan","TX","76705","US","US/Central","KCNW","2016-06-29 08:55:00","78.8",NULL,"83.0","30.05","10.0","NNE","5.8",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-332131","Source2",3,"2017-01-29 12:09:01","2017-01-29 12:54:29","31.584642","-97.109932",NULL,NULL,"0.01","Accident on I-35 Southbound at Exits 337A 338A Jack Kultgen Expy.","E Waco Dr","Waco","McLennan","TX","76705","US","US/Central","KCNW","2017-01-29 14:55:00","68.0",NULL,"21.0","30.24","10.0","WNW","12.7",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-332810","Source2",2,"2017-01-31 19:29:41","2017-01-31 19:59:31","31.547024","-97.12554899999999",NULL,NULL,"0.0","Accident on 8th St at I-35.","Interstate 35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-01-31 17:55:00","69.8",NULL,"25.0","29.93","10.0","South","11.5",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Night"
"A-385330","Source2",3,"2017-02-16 16:42:54","2017-02-16 17:27:12","31.550119","-97.123184",NULL,NULL,"0.01","Queueing traffic due to accident on I-35 Southbound at Exit 335A / 4th St.","S 5th St","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-02-16 16:55:00","66.2",NULL,"28.0","30.0","10.0","SE","4.6",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-385426","Source2",3,"2017-02-17 08:14:33","2017-02-17 08:59:08","31.5422","-97.12718199999999",NULL,NULL,"0.0","Accident on I-35 Service Rd Northbound at 12th St.","Interstate 35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-02-17 07:55:00","50.0",NULL,"82.0","29.93","10.0","SSE","6.9",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-385812","Source2",2,"2017-02-20 11:35:46","2017-02-20 12:36:21","31.5422","-97.12718199999999",NULL,NULL,"0.0","Accident on 12th St at I-35 Service Rd Northbound.","Interstate 35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-02-20 07:55:00","57.2",NULL,"100.0","29.96","7.0","ESE","11.5",NULL,"Light Rain",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-386485","Source2",2,"2017-02-23 15:11:30","2017-02-23 15:41:30","31.584496","-97.099701",NULL,NULL,"0.0","Accident on La Clede St both ways in Waco.","La Clede St","Waco","Mclennan","TX","76705-3051","US","US/Central","KCNW","2017-02-23 11:55:00","77.0",NULL,"36.0","29.66","10.0","South","16.1",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-387746","Source2",3,"2017-03-01 17:36:32","2017-03-01 18:06:20","31.542561","-97.127785",NULL,NULL,"0.0","Accident on 12th St Southbound at 12th St.","S 12th St","Waco","Mclennan","TX","76706-1742","US","US/Central","KCNW","2017-03-01 17:55:00","62.6",NULL,"18.0","30.21","10.0","North","9.2",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-388455","Source2",3,"2017-03-04 17:25:34","2017-03-04 17:55:34","31.606981","-97.105064",NULL,NULL,"0.01","Accident on I-35 Northbound near Exits 338.","US-77 N","Waco","McLennan","TX","76705","US","US/Central","KCNW","2017-03-04 16:55:00","53.6",NULL,"100.0","30.3","7.0","ESE","6.9",NULL,"Light Rain",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-389807","Source2",2,"2017-03-10 15:17:55","2017-03-10 16:17:55","31.584496","-97.099701",NULL,NULL,"0.0","Accident on La Clede St Northbound in Waco.","La Clede St","Waco","Mclennan","TX","76705-3051","US","US/Central","KCNW","2017-03-10 14:55:00","82.4",NULL,"54.0","30.08","10.0","ENE","5.8",NULL,"Mostly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-390038","Source2",3,"2017-03-11 18:03:19","2017-03-11 18:32:40","31.650961","-97.100433",NULL,NULL,"2.56","Accident on I-35 Southbound between McLennan Dr and Connally Dr.","N Lacy Dr","Waco","McLennan","TX","76705","US","US/Central","KCNW","2017-03-11 18:15:00","64.4",NULL,"94.0","30.08","2.0","SSW","8.1",NULL,"Heavy Thunderstorms and Rain",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-390220","Source2",3,"2017-03-12 18:53:14","2017-03-12 19:22:47","31.550119","-97.123184",NULL,NULL,"0.01","Accident on I-35 Northbound at 4th St.","S 5th St","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-03-12 18:55:00","48.2",NULL,"87.0","30.15","10.0","Calm",NULL,NULL,"Overcast",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-1033375","Source2",3,"2021-05-24 11:31:10","2021-05-24 15:39:53","31.42861","-97.190086",NULL,NULL,"3.190000057220459","Left lane closed due to accident on I-35 both ways between Exit 323 Frontage Rd and Exit 328.","I-35 N","Waco","McLennan","TX","76706","US","US/Central","KCNW","2021-05-24 10:55:00","73.0","73.0","88.0","29.58","7.0","SE","8.0",NULL,"Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
