"ID","Source","Severity","Start_Time","End_Time","Start_Lat","Start_Lng","End_Lat","End_Lng","Distance(mi)","Description","Street","City","County","State","Zipcode","Country","Timezone","Airport_Code","Weather_Timestamp","Temperature(F)","Wind_Chill(F)","Humidity(%)","Pressure(in)","Visibility(mi)","Wind_Direction","Wind_Speed(mph)","Precipitation(in)","Weather_Condition","Amenity","Bump","Crossing","Give_Way","Junction","No_Exit","Railway","Roundabout","Station","Stop","Traffic_Calming","Traffic_Signal","Turning_Loop","Sunrise_Sunset","Civil_Twilight","Nautical_Twilight","Astronomical_Twilight"
"A-2398328","Source2",3,"2018-12-14 16:46:23","2018-12-14 17:31:11","31.568590000000004","-97.115593",NULL,NULL,"0.0","Lane blocked due to accident on I-35 Southbound at Forrest St.","N Jack Kultgen Expy","Waco","McLennan","TX","76704","US","US/Central","KCNW","2018-12-14 16:50:00","46.4","39.0","81.0","30.06","7.0","NW","19.6",NULL,"Overcast",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2469872","Source2",3,"2018-11-20 16:29:05","2018-11-20 16:58:35","31.477192","-97.160545",NULL,NULL,"0.0","Lane blocked due to accident on I-35 Northbound at Church Camp Ln.","I-35 N","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-11-20 16:55:00","59.0",NULL,"36.0","30.3","10.0","North","6.9",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2638993","Source2",3,"2018-08-10 12:05:21","2018-08-10 12:35:21","31.612609999999997","-97.102638",NULL,NULL,"0.0","Accident on I-35 Southbound at Exit 341 Crescent St.","I-35 S","Waco","McLennan","TX","76705","US","US/Central","KCNW","2018-08-10 11:55:00","73.4",NULL,"94.0","30.1","10.0","NE","8.1",NULL,"Scattered Clouds",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2639050","Source2",3,"2018-08-10 16:32:24","2018-08-10 17:02:24","31.597171999999997","-97.109184",NULL,NULL,"0.0","Accident on I-35 Southbound at Exits 338B 339 TX-340 Loop.","I-35 S","Waco","McLennan","TX","76705","US","US/Central","KCNW","2018-08-10 16:55:00","86.0",NULL,"51.0","29.96","10.0","Calm",NULL,NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2678584","Source2",3,"2018-08-30 11:07:04","2018-08-30 11:51:40","31.616894","-97.100571",NULL,NULL,"0.0","Lane blocked due to accident on I-35 Northbound at Exit 341 Crescent St.","US-77 S","Waco","McLennan","TX","76705","US","US/Central","KCNW","2018-08-30 10:55:00","86.0",NULL,"62.0","30.07","10.0","South","3.5",NULL,"Scattered Clouds",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2696379","Source2",2,"2018-07-10 08:25:59","2018-07-10 08:55:42","31.59272600000001","-97.113449",NULL,NULL,"0.0","Accident on TX-491 New Dallas Hwy Westbound at Montrose St.","Montrose St","Waco","McLennan","TX","76705-2890","US","US/Central","KCNW","2018-07-10 08:55:00","78.8",NULL,"78.0","30.17","10.0","SW","4.6",NULL,"Scattered Clouds",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2730484","Source2",3,"2018-07-29 13:16:34","2018-07-29 13:46:15","31.577118","-97.112709",NULL,NULL,"0.0","Accident on I-35 Southbound at Exit 337B TX-484 Loop.","State Highway Loop 484 W","Waco","McLennan","TX","76704","US","US/Central","KCNW","2018-07-29 12:55:00","98.6",NULL,"29.0","29.98","10.0","South","6.9",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2732090","Source2",3,"2018-07-30 16:25:25","2018-07-30 16:54:49","31.560323999999998","-97.117317",NULL,NULL,"0.0","Delays of ten minutes due to accident on I-35 Northbound at Martin Luther King Jr Blvd.","I-35 N","Waco","McLennan","TX","76704","US","US/Central","KCNW","2018-07-30 15:55:00","98.6",NULL,"27.0","29.95","10.0","NW","6.9",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2766443","Source2",3,"2018-06-17 14:39:31","2018-06-17 15:08:38","31.536054999999998","-97.12960799999999",NULL,NULL,"0.0","Two lanes blocked due to accident on I-35 Northbound at Exit 334 US-77.","I-35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-06-17 14:55:00","91.4",NULL,"46.0","29.92","10.0","ESE","6.9",NULL,"Mostly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2865058","Source2",3,"2018-04-04 19:15:11","2018-04-04 19:44:52","31.51062","-97.141411",NULL,NULL,"0.0","Accident on I-35 both ways at Exit 331 New Rd.","I-35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-04-04 18:55:00","64.4",NULL,"30.0","30.2","10.0","ENE","5.8",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2884309","Source2",3,"2018-04-13 21:42:45","2018-04-13 22:12:45","31.571589000000003","-97.115776",NULL,NULL,"0.0","Accident on I-35 Southbound at Exit 337A Jack Kultgen Expy.","US-77 N","Waco","McLennan","TX","76704","US","US/Central","KCNW","2018-04-13 21:55:00","60.8",NULL,"94.0","29.65","10.0","North","4.6",NULL,"Light Thunderstorms and Rain",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Night"
"A-2935578","Source2",3,"2018-03-09 16:24:24","2018-03-09 17:09:06","31.595203","-97.109299",NULL,NULL,"0.0","Accident on I-35 Northbound at Exit 338B Behrens Cir.","US-77 S","Waco","McLennan","TX","76705","US","US/Central","KCNW","2018-03-09 15:55:00","73.4",NULL,"50.0","29.83","10.0","South","17.3",NULL,"Mostly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2935593","Source2",3,"2018-03-09 17:21:49","2018-03-09 18:06:33","31.524725","-97.134026",NULL,NULL,"0.0","Accident on I-35 Northbound at Valley Mills Dr.","I-35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-03-09 16:55:00","71.6",NULL,"57.0","29.83","10.0","South","19.6",NULL,"Mostly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2936969","Source2",3,"2018-03-10 16:29:25","2018-03-10 16:59:07","31.560323999999998","-97.117317",NULL,NULL,"0.0","Accident on I-35 Northbound at Martin Luther King Jr Blvd.","I-35 N","Waco","McLennan","TX","76704","US","US/Central","KCNW","2018-03-10 16:55:00","86.0",NULL,"40.0","29.66","10.0","SSE","10.4",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2947783","Source2",3,"2018-03-15 14:02:02","2018-03-15 14:32:02","31.548792","-97.124245",NULL,NULL,"0.0","Accident on I-35 Southbound at Exits 334B 335A 335B 4th St.","US-77 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-03-15 14:55:00","73.4",NULL,"44.0","29.89","10.0","South","23.0",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2984294","Source2",3,"2018-02-01 08:48:15","2018-02-01 09:18:02","31.536054999999998","-97.12960799999999",NULL,NULL,"0.0","Accident on I-35 Southbound at Exit 334 US-77.","I-35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-02-01 08:50:00","53.6",NULL,"94.0","30.0","10.0","Calm",NULL,NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2999500","Source2",3,"2018-02-08 19:43:08","2018-02-08 20:12:50","31.542561","-97.127785",NULL,NULL,"0.0","#1 lane blocked due to accident on 12th St Southbound at I-35.","S 12th St","Waco","Mclennan","TX","76706-1742","US","US/Central","KCNW","2018-02-08 19:55:00","46.4",NULL,"66.0","30.28","10.0","Calm",NULL,NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Night"
"A-2999501","Source2",4,"2018-02-08 19:45:14","2018-02-08 20:14:05","31.650961","-97.100433",NULL,NULL,"4.579999923706055","Main roadway closed due to accident on I-35 Southbound between Old Dallas Rd and Lacy Dr.","N Lacy Dr","Waco","McLennan","TX","76705","US","US/Central","KCNW","2018-02-08 19:55:00","46.4",NULL,"66.0","30.28","10.0","Calm",NULL,NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Night"
"A-3052634","Source2",3,"2018-01-08 15:14:03","2018-01-08 15:58:44","31.550119","-97.123184",NULL,NULL,"0.0","Accident on I-35 Northbound at Exits 334B 335A 335B 4th St.","S 5th St","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-01-08 14:55:00","62.6",NULL,"39.0","30.12","10.0","NNW","12.7",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3093092","Source2",3,"2018-01-29 18:50:38","2018-01-29 19:20:18","31.560323999999998","-97.117317",NULL,NULL,"0.0","Lane blocked due to accident on I-35 Service Rd Southbound at Martin Luther King Jr Blvd.","I-35 N","Waco","McLennan","TX","76704","US","US/Central","KCNW","2018-01-29 18:55:00","46.4","43.5","43.0","30.5","10.0","North","5.8",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Day","Day"
"A-3113609","Source2",2,"2017-12-07 17:14:21","2017-12-07 17:44:09","31.560323999999998","-97.117317",NULL,NULL,"0.0","Accident on Martin Luther King Jr Blvd Eastbound at I-35.","I-35 N","Waco","McLennan","TX","76704","US","US/Central","KCNW","2017-12-07 16:55:00","37.4","27.5","45.0","30.35","10.0","North","18.4",NULL,"Mostly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3134289","Source2",3,"2017-12-17 15:36:21","2017-12-17 16:05:34","31.550119","-97.123184",NULL,NULL,"0.0","Accident on I-35 Southbound at Exits 334B 335A 335B 4th St.","S 5th St","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-12-17 15:55:00","53.6",NULL,"82.0","30.04","10.0","Calm",NULL,NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3147304","Source2",3,"2017-12-22 15:24:58","2017-12-22 16:07:51","31.550119","-97.123184",NULL,NULL,"0.0","Accident on I-35 Southbound at Exits 334B 335A 335B 4th St.","S 5th St","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-12-22 15:50:00","39.2","30.5","93.0","30.0","1.8","NNW","16.1",NULL,"Rain",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3147321","Source2",3,"2017-12-22 16:15:18","2017-12-22 16:45:18","31.563175","-97.116493",NULL,NULL,"0.0","Accident on I-35 Northbound at Exit 335C Jack Kultgen Expy.","US-77 N","Waco","McLennan","TX","76704","US","US/Central","KCNW","2017-12-22 15:50:00","39.2","30.5","93.0","30.0","1.8","NNW","16.1",NULL,"Rain",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3166521","Source2",3,"2017-11-03 17:37:58","2017-11-03 18:07:58","31.551340000000003","-97.122772",NULL,NULL,"0.0","Accident on I-35 Frontage Rd Southbound at Exits 334B 335A 335B 4th St.","US-77 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-11-03 17:55:00","75.2",NULL,"57.0","30.0","10.0","North","8.1",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3204898","Source2",2,"2017-11-24 09:20:20","2017-11-24 09:49:55","31.560323999999998","-97.117317",NULL,NULL,"0.0","Accident on Martin Luther King Jr Blvd both ways at I-35 Service Rd.","I-35 N","Waco","McLennan","TX","76704","US","US/Central","KCNW","2017-11-24 08:55:00","51.8",NULL,"58.0","29.98","10.0","South","5.8",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3204922","Source2",3,"2017-11-24 12:50:59","2017-11-24 13:35:00","31.560323999999998","-97.117317",NULL,NULL,"0.0","Accident on I-35 Southbound at Exit 335C Martin Luther King Jr Blvd.","I-35 N","Waco","McLennan","TX","76704","US","US/Central","KCNW","2017-11-24 12:55:00","75.2",NULL,"24.0","29.9","10.0","SSE","10.4",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3220955","Source2",3,"2017-10-03 13:46:43","2017-10-03 14:16:23","31.532140999999996","-97.13086700000001",NULL,NULL,"0.0","Accident on I-35 Southbound at Exit 334 US-77.","I-35 N","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-10-03 13:55:00","80.6",NULL,"89.0","30.11","10.0","NE","5.8",NULL,"Mostly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3220974","Source2",4,"2017-10-03 16:11:14","2017-10-03 16:55:36","31.640186","-97.096237",NULL,NULL,"2.970000028610228","Main roadway closed due to accident on I-35 Southbound between McLennan Dr and Exit 342.","US-77 N","Waco","McLennan","TX","76705","US","US/Central","KCNW","2017-10-03 15:55:00","84.2",NULL,"74.0","30.08","10.0","ESE","6.9",NULL,"Mostly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3258589","Source2",3,"2017-10-20 14:55:40","2017-10-20 15:40:20","31.493323999999998","-97.15102399999999",NULL,NULL,"0.0","Accident on I-35 Southbound at Exits 330A 330B 331 TX-340 Loop.","S Loop 340","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-10-20 14:55:00","84.2",NULL,"51.0","29.94","10.0","SE","6.9",NULL,"Scattered Clouds",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3258591","Source2",3,"2017-10-20 15:06:46","2017-10-20 15:48:23","31.584642","-97.109932",NULL,NULL,"0.0","Accident on I-35 Southbound at Exits 337A 338A US-84 Waco Dr.","E Waco Dr","Waco","McLennan","TX","76705","US","US/Central","KCNW","2017-10-20 14:55:00","84.2",NULL,"51.0","29.94","10.0","SE","6.9",NULL,"Scattered Clouds",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3258609","Source2",3,"2017-10-20 17:03:11","2017-10-20 17:33:11","31.570808000000003","-97.116066",NULL,NULL,"0.0","Accident on I-35 Northbound at Exit 337A Jack Kultgen Expy.","US-77 N","Waco","McLennan","TX","76704","US","US/Central","KCNW","2017-10-20 16:55:00","86.0",NULL,"45.0","29.91","10.0","SE","9.2",NULL,"Scattered Clouds",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3258642","Source2",3,"2017-10-20 22:06:39","2017-10-20 22:36:27","31.543289","-97.126755",NULL,NULL,"0.0","Accident on I-35 Northbound at 11th St.","Interstate 35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2017-10-20 21:55:00","73.4",NULL,"83.0","29.95","10.0","SE","9.2",NULL,"Scattered Clouds",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Night"
"A-3381201","Source2",2,"2017-08-16 15:07:03","2017-08-16 15:51:50","31.579931","-97.17733",NULL,NULL,"0.0","Accident on 22nd St Westbound at Meridian Ave.","Meridian Ave","Waco","Mclennan","TX","76708-1667","US","US/Central","KACT","2017-08-16 14:51:00","97.0",NULL,"43.0","29.87","10.0","South","19.6",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3676625","Source1",2,"2023-03-30 12:00:00.000000000","2023-03-31 08:00:00.000000000","31.625815000000006","-97.032561","31.61083","-97.066231","2.235","Accident","E Highway 84","Waco","McLennan","TX","76705","US","US/Central","KCNW","2023-03-30 11:55:00","68.0","68.0","83.0","29.49","4.0","SSE","13.0",NULL,"Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3696558","Source1",2,"2023-03-30 12:00:00","2023-03-31 08:00:00","31.612468","-97.062053","31.627421","-97.028281","2.24","Accident","Bellmead Dr","Waco","McLennan","TX","76705","US","US/Central","KCNW","2023-03-30 11:55:00","68.0","68.0","83.0","29.49","4.0","SSE","13.0",NULL,"Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3941906","Source1",2,"2022-10-15 14:42:49","2022-10-15 15:57:49","31.550419","-97.137234","31.549639000000006","-97.13627","0.078","Incident on W 12TH ST near S FRANKLIN ST Drive with caution."," S 12th St","Waco","McLennan","TX","76701-1811","US","US/Central","KACT","2022-10-15 14:51:00","94.0","94.0","37.0","29.39","10.0","S","15.0","0.0","Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-4470875","Source1",2,"2022-12-21 10:57:55.000000","2022-12-21 12:16:42.000000","31.555622","-97.139625","31.556847","-97.141068","0.12","Incident on 10TH ST near E JEFFERSON BLVD Drive with caution."," Jefferson Ave","Waco","McLennan","TX","76701","US","US/Central","KACT","2022-12-21 10:51:00","41.0","41.0","82.0","29.7","8.0","VAR","3.0","0.0","Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-5015293","Source1",2,"2022-06-13 21:18:34","2022-06-13 22:33:34","31.564946000000006","-97.15211","31.563122","-97.15087","0.146","Incident on E 12TH ST near CUMBERLAND ST Drive with caution."," Cumberland Ave","Waco","McLennan","TX","76707","US","US/Central","KACT","2022-06-13 20:51:00","93.0","93.0","33.0","29.28","10.0","SSE","18.0","0.0","Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Day","Day"
"A-5406503","Source1",2,"2022-04-13 17:48:13.000000000","2022-04-13 19:03:13.000000000","31.534682","-97.111315","31.53415","-97.110653","0.054000000000000006","Incident on E 8TH ST near N EWING AVE Drive with caution."," Garrett Ave","Waco","McLennan","TX","76706-3616","US","US/Central","KCNW","2022-04-13 17:59:00","81.0","81.0","18.0","29.3","10.0","NNW","16.0",NULL,"Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-5635312","Source1",2,"2021-09-04 10:14:00","2021-09-04 13:57:56","31.546062","-97.125823","31.536198","-97.129563","0.716","Incident on I-35 SB near FORREST ST Drive with caution.","I-35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2021-09-04 09:55:00","82.0","82.0","79.0","29.47","7.0","S","8.0",NULL,"Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-5650225","Source1",2,"2021-06-12 11:08:00","2021-06-12 13:06:27","31.582611","-97.118151","31.583542","-97.118782","0.07400000000000001","Incident on S WALKER ST near W MAIN ST Expect long delays."," Faulkner Ln","Waco","McLennan","TX","76704-2077","US","US/Central","KCNW","2021-06-12 10:55:00","81.0","81.0","79.0","29.45","10.0","S","10.0",NULL,"Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-5683445","Source1",2,"2021-09-04 10:14:00","2021-09-04 12:12:43","31.546062","-97.125823","31.534831","-97.130001","0.8140000000000001","Incident on I-35 SB near FORREST ST Drive with caution.","I-35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2021-09-04 09:55:00","82.0","82.0","79.0","29.47","7.0","S","8.0",NULL,"Fair",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2511647","Source2",2,"2018-10-11 16:26:25","2018-10-11 16:56:15","31.616125","-97.082092",NULL,NULL,"0.0","Accident on Yorktown St at Concord Rd.","Concord Rd","Waco","McLennan","TX","76705-2346","US","US/Central","KCNW","2018-10-11 16:55:00","75.2",NULL,"41.0","30.04","10.0","ENE","8.1",NULL,"Scattered Clouds",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2530956","Source2",3,"2018-10-19 18:48:52","2018-10-19 19:18:27","31.650692","-97.10015899999999",NULL,NULL,"0.0","Lane blocked due to accident on I-35 Northbound at Exit 342A Connally Dr.","N Lacy Dr","Waco","McLennan","TX","76705","US","US/Central","KCNW","2018-10-19 18:55:00","59.0",NULL,"100.0","30.15","2.0","ENE","3.5",NULL,"Light Rain",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2556935","Source2",2,"2018-08-31 09:15:33","2018-08-31 09:45:24","31.579190999999998","-97.178467",NULL,NULL,"0.0","Accident on 23rd St at Meridian Ave.","Meridian Ave","Waco","McLennan","TX","76708-1668","US","US/Central","KACT","2018-08-31 08:51:00","82.0",NULL,"65.0","29.98","10.0","South","5.8",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2560308","Source2",3,"2018-09-03 17:58:12","2018-09-03 19:12:55","31.60418300000001","-97.1064",NULL,NULL,"0.0","Accident on I-35 Northbound at TX-340 Loop.","N Loop 340","Waco","McLennan","TX","76705","US","US/Central","KCNW","2018-09-03 17:55:00","80.6",NULL,"84.0","29.91","10.0","SE","9.2",NULL,"Mostly Cloudy",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2611752","Source2",3,"2018-09-27 20:09:33","2018-09-27 20:39:16","31.543289","-97.126755",NULL,NULL,"0.0","#1 lane blocked due to accident on I-35 Southbound at 11th St.","Interstate 35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-09-27 19:55:00","73.4",NULL,"65.0","29.98","10.0","ENE","5.8",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Day","Day"
"A-2614445","Source2",3,"2018-09-28 08:38:06","2018-09-28 09:07:44","31.584642","-97.109932",NULL,NULL,"0.0","Accident on I-35 Northbound at US-84 Waco Dr.","E Waco Dr","Waco","McLennan","TX","76705","US","US/Central","KCNW","2018-09-28 08:50:00","64.4",NULL,"100.0","30.1","4.0","SE","3.5",NULL,"Overcast",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2688320","Source2",3,"2018-07-05 17:01:58","2018-07-05 17:31:02","31.542561","-97.127785",NULL,NULL,"0.0","#2 lane blocked due to accident on I-35 Southbound at 12th St.","S 12th St","Waco","Mclennan","TX","76706-1742","US","US/Central","KCNW","2018-07-05 16:55:00","96.8",NULL,"30.0","30.15","10.0","Calm",NULL,NULL,"Scattered Clouds",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2743217","Source2",3,"2018-06-05 15:15:43","2018-06-05 15:45:24","31.577118","-97.112709",NULL,NULL,"0.0","Accident on I-35 Southbound at Exit 337B TX-484 Loop.","State Highway Loop 484 W","Waco","McLennan","TX","76704","US","US/Central","KCNW","2018-06-05 14:55:00","98.6",NULL,"35.0","29.82","10.0","SSE","6.9",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2745663","Source2",2,"2018-06-06 07:23:01","2018-06-06 08:22:52","31.579190999999998","-97.178467",NULL,NULL,"0.0","Accident on 23rd St at Meridian Ave.","Meridian Ave","Waco","McLennan","TX","76708-1668","US","US/Central","KACT","2018-06-06 07:51:00","80.1",NULL,"79.0","29.81","10.0","SSE","17.3",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2772817","Source2",2,"2018-06-20 15:54:30","2018-06-20 16:24:30","31.510790000000004","-97.141304",NULL,NULL,"0.0","Accident on I-35 Northbound at Exit 331 New Rd.","I-35 N","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-06-20 15:55:00","86.0",NULL,"62.0","29.85","10.0","SSE","8.1",NULL,"Scattered Clouds",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2810338","Source2",3,"2018-05-08 16:25:29","2018-05-08 17:09:57","31.550119","-97.123184",NULL,NULL,"1.6799999475479126","#1 #2 #3 lane blocked due to accident on I-35 Northbound between US-77 18th St and 5th St.","S 5th St","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-05-08 15:55:00","89.6",NULL,"31.0","30.0","10.0","South","12.7",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2828106","Source2",3,"2018-05-16 16:06:30","2018-05-16 16:36:04","31.536054999999998","-97.12960799999999",NULL,NULL,"1.690000057220459","#2 lane blocked due to accident on I-35 Frontage Rd Southbound between 5th St and US-77 18th St.","I-35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-05-16 15:55:00","93.2",NULL,"32.0","29.88","10.0","North","5.8",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2914258","Source2",3,"2018-04-27 22:41:36","2018-04-27 23:10:54","31.60418300000001","-97.1064",NULL,NULL,"5.070000171661377","Two lane blocked due to accident on I-35 Northbound from Martin Luther King Jr Blvd to TX-340 Loop.","N Loop 340","Waco","McLennan","TX","76705","US","US/Central","KCNW","2018-04-27 22:55:00","57.2",NULL,"82.0","30.04","10.0","Calm",NULL,NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Night"
"A-2950500","Source2",2,"2018-03-16 16:12:40","2018-03-16 17:00:00","31.558086","-97.109024",NULL,NULL,"0.0","Accident on Martin Luther King Jr Blvd at 7th St.","S Martin Luther King Jr Blvd","Waco","Mclennan","TX","76704-2934","US","US/Central","KCNW","2018-03-16 15:50:00","86.0",NULL,"13.0","29.83","10.0","WSW","5.8",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-2991303","Source2",3,"2018-02-05 17:53:46","2018-02-05 18:23:17","31.536054999999998","-97.12960799999999",NULL,NULL,"0.0","Lane blocked due to accident on I-35 Southbound at US-77 18th St.","I-35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-02-05 17:55:00","44.6","43.1","61.0","30.03","10.0","SSE","3.5",NULL,"Overcast",False,False,False,False,False,False,False,False,False,False,False,False,False,"Day","Day","Day","Day"
"A-3025436","Source2",3,"2018-02-21 05:19:34","2018-02-21 06:04:16","31.560323999999998","-97.117317",NULL,NULL,"0.0","Accident on I-35 Southbound at Martin Luther King Jr Blvd.","I-35 N","Waco","McLennan","TX","76704","US","US/Central","KCNW","2018-02-21 06:55:00","37.4","29.3","93.0","30.25","10.0","North","12.7",NULL,"Overcast",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Night"
"A-3058462","Source2",3,"2018-01-10 18:47:56","2018-01-10 19:17:39","31.560323999999998","-97.117317",NULL,NULL,"0.0","#4 lane blocked due to accident on I-35 Northbound at Martin Luther King Jr Blvd.","I-35 N","Waco","McLennan","TX","76704","US","US/Central","KCNW","2018-01-10 18:55:00","60.8",NULL,"72.0","29.74","10.0","South","6.9",NULL,"Scattered Clouds",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Day"
"A-3061154","Source2",3,"2018-01-11 23:31:52","2018-01-12 00:01:52","31.479227","-97.159492",NULL,NULL,"0.0","Accident on I-35 Southbound at Exits 330A 330B 331 TX-340 Loop.","I-35 S","Waco","McLennan","TX","76706","US","US/Central","KCNW","2018-01-11 22:55:00","37.4","26.4","41.0","30.19","10.0","WNW","23.0",NULL,"Clear",False,False,False,False,False,False,False,False,False,False,False,False,False,"Night","Night","Night","Night"
